,state,id,title,url,createdAt,updatedAt,closedAt,labels,number,authorAssociation,author,mergedBy,mergeCommit,deletions,additions,changedFiles,comments,org,repo
110,OPEN,MDExOlB1bGxSZXF1ZXN0NDQ0NTgyNTU0,MDEV-23001 Precreate static Item_bool() to simplify code,https://github.com/MariaDB/server/pull/1619,2020-07-06T07:05:46Z,2020-07-30T10:35:57Z,,{'edges': []},1619,CONTRIBUTOR,DanAtSPB,,,40,64,7,{'edges': []},MariaDB,server
111,MERGED,MDExOlB1bGxSZXF1ZXN0NDQzNDM4MzM2,MDEV-22966- Hang on galera_toi_truncate test case,https://github.com/MariaDB/server/pull/1618,2020-07-02T10:53:52Z,2020-07-22T21:19:53Z,2020-07-14T07:49:43Z,{'edges': []},1618,CONTRIBUTOR,MikkoJaakola,{'login': 'sysprg'},{'oid': 'df1846aeea7f821aec8d15d7cdcae25d2ca3cc8a'},8,9,2,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-07-04T11:24:43Z', 'updatedAt': '2020-07-04T11:24:43Z', 'url': 'https://github.com/MariaDB/server/pull/1618#issuecomment-653753836', 'author': {'login': 'janlindstrom'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-07-06T12:07:28Z', 'updatedAt': '2020-07-06T12:07:28Z', 'url': 'https://github.com/MariaDB/server/pull/1618#issuecomment-654193885', 'author': {'login': 'sjaakola'}}}]}",MariaDB,server
112,MERGED,MDExOlB1bGxSZXF1ZXN0NDQzMDkyODM5,MDEV-23051: riscv64 fails build (atomics),https://github.com/MariaDB/server/pull/1617,2020-07-02T00:08:42Z,2020-07-28T00:15:30Z,2020-07-28T00:13:46Z,{'edges': []},1617,MEMBER,grooverdan,{'login': 'grooverdan'},{'oid': '715beee46abb4c29bffd6f9c5fd5ee95da55bf4f'},0,11,2,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-07-02T12:26:26Z', 'updatedAt': '2020-07-02T12:26:26Z', 'url': 'https://github.com/MariaDB/server/pull/1617#issuecomment-652975435', 'author': {'login': 'cpaelzer'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-07-02T23:20:30Z', 'updatedAt': '2020-07-02T23:20:30Z', 'url': 'https://github.com/MariaDB/server/pull/1617#issuecomment-653257690', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-07-24T08:42:10Z', 'updatedAt': '2020-07-24T08:42:10Z', 'url': 'https://github.com/MariaDB/server/pull/1617#issuecomment-663414604', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-07-28T00:13:38Z', 'updatedAt': '2020-07-28T00:13:38Z', 'url': 'https://github.com/MariaDB/server/pull/1617#issuecomment-664702561', 'author': {'login': 'grooverdan'}}}]}",MariaDB,server
113,CLOSED,MDExOlB1bGxSZXF1ZXN0NDQxODYzODY0,load mariadb.conf.d defaults before conf.d,https://github.com/MariaDB/server/pull/1616,2020-06-30T08:20:57Z,2020-09-01T13:48:18Z,2020-09-01T13:48:18Z,{'edges': []},1616,NONE,sunnyakaxd,,,1,1,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-06-30T08:21:02Z', 'updatedAt': '2020-06-30T10:36:28Z', 'url': 'https://github.com/MariaDB/server/pull/1616#issuecomment-651636589', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-07-24T07:17:05Z', 'updatedAt': '2020-07-24T07:17:05Z', 'url': 'https://github.com/MariaDB/server/pull/1616#issuecomment-663381815', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-08-01T04:28:14Z', 'updatedAt': '2020-08-01T04:28:14Z', 'url': 'https://github.com/MariaDB/server/pull/1616#issuecomment-667467070', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-08-01T07:36:03Z', 'updatedAt': '2020-08-01T07:36:03Z', 'url': 'https://github.com/MariaDB/server/pull/1616#issuecomment-667489203', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-09-01T08:58:02Z', 'updatedAt': '2020-09-01T08:58:02Z', 'url': 'https://github.com/MariaDB/server/pull/1616#issuecomment-684610113', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-09-01T09:12:31Z', 'updatedAt': '2020-09-01T09:12:31Z', 'url': 'https://github.com/MariaDB/server/pull/1616#issuecomment-684631712', 'author': {'login': 'sunnyakaxd'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-09-01T11:53:29Z', 'updatedAt': '2020-09-01T11:53:29Z', 'url': 'https://github.com/MariaDB/server/pull/1616#issuecomment-684796664', 'author': {'login': 'sunnyakaxd'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-09-01T12:55:40Z', 'updatedAt': '2020-09-01T12:55:40Z', 'url': 'https://github.com/MariaDB/server/pull/1616#issuecomment-684831614', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-09-01T13:48:18Z', 'updatedAt': '2020-09-01T13:48:18Z', 'url': 'https://github.com/MariaDB/server/pull/1616#issuecomment-684866946', 'author': {'login': 'sunnyakaxd'}}}]}",MariaDB,server
114,CLOSED,MDExOlB1bGxSZXF1ZXN0NDQxODQ1NzY2,MDEV-20928 mtr test galera.galera_var_innodb_disallow_writes test failure,https://github.com/MariaDB/server/pull/1615,2020-06-30T07:45:58Z,2020-07-24T09:08:33Z,2020-07-24T09:08:33Z,{'edges': []},1615,CONTRIBUTOR,sjaakola,,,20,26,3,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-07-24T09:08:33Z', 'updatedAt': '2020-07-24T09:08:33Z', 'url': 'https://github.com/MariaDB/server/pull/1615#issuecomment-663433237', 'author': {'login': 'janlindstrom'}}}]}",MariaDB,server
115,CLOSED,MDExOlB1bGxSZXF1ZXN0NDQxMjU0MjM5,"MDEV-22458: Server with WSREP hangs after INSERT, wrong usage of mute…",https://github.com/MariaDB/server/pull/1614,2020-06-29T07:29:33Z,2020-07-24T09:09:44Z,2020-07-24T09:09:44Z,{'edges': []},1614,CONTRIBUTOR,mkaruza,,,1,57,3,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-06-29T07:29:39Z', 'updatedAt': '2020-06-29T07:29:39Z', 'url': 'https://github.com/MariaDB/server/pull/1614#issuecomment-650984347', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-07-24T09:09:44Z', 'updatedAt': '2020-07-24T09:09:44Z', 'url': 'https://github.com/MariaDB/server/pull/1614#issuecomment-663433948', 'author': {'login': 'janlindstrom'}}}]}",MariaDB,server
116,MERGED,MDExOlB1bGxSZXF1ZXN0NDQxMjQzMDY0,MDEV-22222: Assertion `state() == s_executing || state() == s_prepari…,https://github.com/MariaDB/server/pull/1613,2020-06-29T07:03:24Z,2020-07-03T14:33:12Z,2020-07-03T14:26:30Z,{'edges': []},1613,CONTRIBUTOR,mkaruza,{'login': 'sysprg'},{'oid': '1bf863a91a8ad8cd6ba8e50db34b302120feaa29'},0,39,3,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-06-29T07:03:30Z', 'updatedAt': '2020-06-29T07:03:30Z', 'url': 'https://github.com/MariaDB/server/pull/1613#issuecomment-650972941', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
117,CLOSED,MDExOlB1bGxSZXF1ZXN0NDQxMDg5ODMz,Fix RocksDB detection of ZSTD,https://github.com/MariaDB/server/pull/1612,2020-06-28T17:40:46Z,2020-07-14T06:27:59Z,2020-06-28T20:53:18Z,{'edges': []},1612,CONTRIBUTOR,ottok,,,3,3,2,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-06-28T17:43:11Z', 'updatedAt': '2020-06-28T17:43:11Z', 'url': 'https://github.com/MariaDB/server/pull/1612#issuecomment-650798945', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-06-28T20:22:52Z', 'updatedAt': '2020-06-28T20:22:52Z', 'url': 'https://github.com/MariaDB/server/pull/1612#issuecomment-650816782', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-06-28T20:53:18Z', 'updatedAt': '2020-06-28T20:53:18Z', 'url': 'https://github.com/MariaDB/server/pull/1612#issuecomment-650820187', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-07-07T14:13:45Z', 'updatedAt': '2020-07-14T06:27:59Z', 'url': 'https://github.com/MariaDB/server/pull/1612#issuecomment-654892542', 'author': {'login': 'Neo888888'}}}]}",MariaDB,server
118,MERGED,MDExOlB1bGxSZXF1ZXN0NDQxMDg1MzUx,MDEV-22980: Document plugin-maturity=alpha so users can more easily enable it; Unify config file style and links to KB,https://github.com/MariaDB/server/pull/1611,2020-06-28T17:04:38Z,2020-08-01T00:31:43Z,2020-08-01T00:31:42Z,{'edges': []},1611,CONTRIBUTOR,ottok,{'login': 'grooverdan'},{'oid': '842da858b6c5b619bb5395ef4216f7e675b0f3a0'},29,44,6,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-06-28T20:55:56Z', 'updatedAt': '2020-06-28T20:55:56Z', 'url': 'https://github.com/MariaDB/server/pull/1611#issuecomment-650820497', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-06-29T06:53:00Z', 'updatedAt': '2020-06-29T06:53:00Z', 'url': 'https://github.com/MariaDB/server/pull/1611#issuecomment-650968523', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-07-10T19:03:42Z', 'updatedAt': '2020-07-10T19:03:42Z', 'url': 'https://github.com/MariaDB/server/pull/1611#issuecomment-656837292', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-07-22T20:53:10Z', 'updatedAt': '2020-07-22T20:53:10Z', 'url': 'https://github.com/MariaDB/server/pull/1611#issuecomment-662690624', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-07-23T15:32:08Z', 'updatedAt': '2020-07-23T15:32:08Z', 'url': 'https://github.com/MariaDB/server/pull/1611#issuecomment-663074761', 'author': {'login': 'iangilfillan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-07-31T12:47:35Z', 'updatedAt': '2020-07-31T12:47:35Z', 'url': 'https://github.com/MariaDB/server/pull/1611#issuecomment-667102362', 'author': {'login': 'ottok'}}}]}",MariaDB,server
119,CLOSED,MDExOlB1bGxSZXF1ZXN0NDQxMDM1NTkz,MDEV-22939 Avoid server crash on ALTER TABLE ENGINE INNODB after DISCARD TABLESPACE,https://github.com/MariaDB/server/pull/1610,2020-06-28T10:23:07Z,2020-09-22T12:17:54Z,2020-09-22T12:17:54Z,{'edges': []},1610,FIRST_TIME_CONTRIBUTOR,shih-che,,,7,40,7,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-08-26T05:39:05Z', 'updatedAt': '2020-08-26T05:39:05Z', 'url': 'https://github.com/MariaDB/server/pull/1610#issuecomment-680667548', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-08-26T06:21:55Z', 'updatedAt': '2020-08-26T06:21:55Z', 'url': 'https://github.com/MariaDB/server/pull/1610#issuecomment-680683457', 'author': {'login': 'shih-che'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-09-09T12:59:55Z', 'updatedAt': '2020-09-09T12:59:55Z', 'url': 'https://github.com/MariaDB/server/pull/1610#issuecomment-689546550', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-09-22T12:17:54Z', 'updatedAt': '2020-09-22T12:17:54Z', 'url': 'https://github.com/MariaDB/server/pull/1610#issuecomment-696683641', 'author': {'login': 'dr-m'}}}]}",MariaDB,server
120,CLOSED,MDExOlB1bGxSZXF1ZXN0NDQwOTIwMTQw,Fix cross-compilation for systemd files,https://github.com/MariaDB/server/pull/1609,2020-06-27T14:40:12Z,2020-07-06T17:16:33Z,2020-07-06T17:16:32Z,{'edges': []},1609,CONTRIBUTOR,ottok,,,0,3,1,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-06-27T14:41:09Z', 'updatedAt': '2020-06-27T14:41:09Z', 'url': 'https://github.com/MariaDB/server/pull/1609#issuecomment-650569394', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-06-29T00:24:04Z', 'updatedAt': '2020-06-29T00:24:48Z', 'url': 'https://github.com/MariaDB/server/pull/1609#issuecomment-650844090', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-07-06T17:16:32Z', 'updatedAt': '2020-07-06T17:16:32Z', 'url': 'https://github.com/MariaDB/server/pull/1609#issuecomment-654363611', 'author': {'login': 'ottok'}}}]}",MariaDB,server
121,OPEN,MDExOlB1bGxSZXF1ZXN0NDQwNzYzMzA0,"WIP: Deb: Stop shipping mariadb-plugin-spider separately, include in server",https://github.com/MariaDB/server/pull/1608,2020-06-26T20:01:08Z,2020-10-10T21:25:35Z,,{'edges': []},1608,CONTRIBUTOR,ottok,,,27,7,4,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-07-10T19:03:19Z', 'updatedAt': '2020-07-10T19:03:19Z', 'url': 'https://github.com/MariaDB/server/pull/1608#issuecomment-656836872', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-08-07T18:55:34Z', 'updatedAt': '2020-08-07T18:55:34Z', 'url': 'https://github.com/MariaDB/server/pull/1608#issuecomment-670661361', 'author': {'login': 'ottok'}}}]}",MariaDB,server
122,MERGED,MDExOlB1bGxSZXF1ZXN0NDQwMjAxOTA3,MDEV-23121 Add man page for new command aria_s3_copy,https://github.com/MariaDB/server/pull/1607,2020-06-25T18:59:47Z,2020-07-08T09:30:38Z,2020-07-08T09:24:56Z,{'edges': []},1607,CONTRIBUTOR,ottok,{'login': 'robertbindar'},{'oid': '55c7536a0268f65d8ffcdb9399795679eaf0ddaf'},1,55,4,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-07-08T09:24:31Z', 'updatedAt': '2020-07-08T09:24:31Z', 'url': 'https://github.com/MariaDB/server/pull/1607#issuecomment-655402254', 'author': {'login': 'robertbindar'}}}]}",MariaDB,server
123,CLOSED,MDExOlB1bGxSZXF1ZXN0NDQwMTAxODY3,MDEV-21905: Galera test galera_var_notify_cmd causes hang,https://github.com/MariaDB/server/pull/1606,2020-06-25T15:37:33Z,2020-07-24T09:09:13Z,2020-07-24T09:09:13Z,{'edges': []},1606,CONTRIBUTOR,mkaruza,,,10,11,3,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-06-25T15:37:38Z', 'updatedAt': '2020-06-25T15:42:48Z', 'url': 'https://github.com/MariaDB/server/pull/1606#issuecomment-649630350', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-07-24T09:09:13Z', 'updatedAt': '2020-07-24T09:09:13Z', 'url': 'https://github.com/MariaDB/server/pull/1606#issuecomment-663433626', 'author': {'login': 'janlindstrom'}}}]}",MariaDB,server
124,MERGED,MDExOlB1bGxSZXF1ZXN0NDM5NDk0Nzcx,MCOL-4057: Package ColumnStore 10.5 for Debian,https://github.com/MariaDB/server/pull/1605,2020-06-24T20:49:50Z,2020-07-22T21:23:13Z,2020-07-11T09:07:08Z,{'edges': []},1605,CONTRIBUTOR,ottok,{'login': 'ottok'},{'oid': '439377927baf5d82a5adffd390f762143582c14c'},44,69,13,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-06-26T19:45:24Z', 'updatedAt': '2020-06-26T19:45:24Z', 'url': 'https://github.com/MariaDB/server/pull/1605#issuecomment-650365233', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-06-27T16:27:24Z', 'updatedAt': '2020-06-27T16:27:24Z', 'url': 'https://github.com/MariaDB/server/pull/1605#issuecomment-650582515', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-07-03T13:26:03Z', 'updatedAt': '2020-07-03T13:26:03Z', 'url': 'https://github.com/MariaDB/server/pull/1605#issuecomment-653548233', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-07-11T09:05:59Z', 'updatedAt': '2020-07-11T09:05:59Z', 'url': 'https://github.com/MariaDB/server/pull/1605#issuecomment-657020081', 'author': {'login': 'ottok'}}}]}",MariaDB,server
125,CLOSED,MDExOlB1bGxSZXF1ZXN0NDM5MjQ4OTE0,MDEV-23266: Display the hashed password only for SUPER user,https://github.com/MariaDB/server/pull/1604,2020-06-24T14:33:53Z,2021-01-04T11:28:37Z,2021-01-04T11:28:37Z,{'edges': [{'node': {'name': 'license-mca'}}]},1604,CONTRIBUTOR,erolatreston,,,68,68,11,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-06-24T14:33:58Z', 'updatedAt': '2020-06-24T14:45:43Z', 'url': 'https://github.com/MariaDB/server/pull/1604#issuecomment-648858851', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-06-24T16:22:48Z', 'updatedAt': '2020-06-24T16:22:48Z', 'url': 'https://github.com/MariaDB/server/pull/1604#issuecomment-648923445', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-06-25T10:28:14Z', 'updatedAt': '2020-06-25T10:28:14Z', 'url': 'https://github.com/MariaDB/server/pull/1604#issuecomment-649454128', 'author': {'login': 'erolatreston'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-06-25T15:32:13Z', 'updatedAt': '2020-06-25T15:32:13Z', 'url': 'https://github.com/MariaDB/server/pull/1604#issuecomment-649627038', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-06-25T15:45:21Z', 'updatedAt': '2020-06-25T15:45:21Z', 'url': 'https://github.com/MariaDB/server/pull/1604#issuecomment-649635485', 'author': {'login': 'erolatreston'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-06-26T01:41:25Z', 'updatedAt': '2020-06-26T01:41:25Z', 'url': 'https://github.com/MariaDB/server/pull/1604#issuecomment-649901158', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-07-03T09:14:24Z', 'updatedAt': '2020-07-03T09:14:24Z', 'url': 'https://github.com/MariaDB/server/pull/1604#issuecomment-653443358', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-11-13T00:33:06Z', 'updatedAt': '2020-11-13T00:33:06Z', 'url': 'https://github.com/MariaDB/server/pull/1604#issuecomment-726427626', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2021-01-04T11:28:37Z', 'updatedAt': '2021-01-04T11:28:37Z', 'url': 'https://github.com/MariaDB/server/pull/1604#issuecomment-753921989', 'author': {'login': 'vuvova'}}}]}",MariaDB,server
126,MERGED,MDExOlB1bGxSZXF1ZXN0NDM4MzMxMTA3,signal handler: use mariabd kb URL rather than MySQL one,https://github.com/MariaDB/server/pull/1603,2020-06-23T05:38:25Z,2020-06-29T05:02:11Z,2020-06-29T03:49:53Z,{'edges': []},1603,MEMBER,grooverdan,{'login': 'an3l'},{'oid': 'ca55e09e9a9a5e30c4137384d96a3bc07493fb01'},1,1,1,{'edges': []},MariaDB,server
127,CLOSED,MDExOlB1bGxSZXF1ZXN0NDM4MzMxMDUy,10.1 signal handler use mariadb url,https://github.com/MariaDB/server/pull/1602,2020-06-23T05:38:17Z,2020-06-29T05:02:13Z,2020-06-23T05:40:42Z,{'edges': []},1602,MEMBER,grooverdan,,,7,166,6,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-06-23T05:38:23Z', 'updatedAt': '2020-06-23T05:38:55Z', 'url': 'https://github.com/MariaDB/server/pull/1602#issuecomment-647919996', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
128,CLOSED,MDExOlB1bGxSZXF1ZXN0NDM4MTU1NjE4,short-circuit when explaining a pushed down select,https://github.com/MariaDB/server/pull/1601,2020-06-22T20:18:00Z,2020-06-23T20:49:31Z,2020-06-23T20:49:21Z,{'edges': []},1601,CONTRIBUTOR,mariadb-sac,,,6,27,4,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-06-23T12:58:20Z', 'updatedAt': '2020-06-23T12:58:20Z', 'url': 'https://github.com/MariaDB/server/pull/1601#issuecomment-648128459', 'author': {'login': 'spetrunia'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-06-23T13:38:40Z', 'updatedAt': '2020-06-23T13:38:40Z', 'url': 'https://github.com/MariaDB/server/pull/1601#issuecomment-648154111', 'author': {'login': 'spetrunia'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-06-23T19:40:29Z', 'updatedAt': '2020-06-23T19:40:29Z', 'url': 'https://github.com/MariaDB/server/pull/1601#issuecomment-648377473', 'author': {'login': 'spetrunia'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-06-23T20:25:52Z', 'updatedAt': '2020-06-23T20:25:52Z', 'url': 'https://github.com/MariaDB/server/pull/1601#issuecomment-648398791', 'author': {'login': 'spetrunia'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-06-23T20:26:05Z', 'updatedAt': '2020-06-23T20:26:05Z', 'url': 'https://github.com/MariaDB/server/pull/1601#issuecomment-648398915', 'author': {'login': 'spetrunia'}}}]}",MariaDB,server
129,MERGED,MDExOlB1bGxSZXF1ZXN0NDM3ODU3NzUy,Misc Debian packaging fixes,https://github.com/MariaDB/server/pull/1600,2020-06-22T10:54:55Z,2020-07-30T00:36:44Z,2020-07-30T00:36:40Z,{'edges': []},1600,CONTRIBUTOR,ottok,{'login': 'grooverdan'},{'oid': 'f99de8915e8f9109384d1f197ca69c747487cb48'},234,159,21,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-06-26T07:29:45Z', 'updatedAt': '2020-06-26T07:29:45Z', 'url': 'https://github.com/MariaDB/server/pull/1600#issuecomment-650026115', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-06-27T16:21:15Z', 'updatedAt': '2020-06-27T16:21:15Z', 'url': 'https://github.com/MariaDB/server/pull/1600#issuecomment-650581706', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-06-27T16:24:23Z', 'updatedAt': '2020-06-27T16:24:23Z', 'url': 'https://github.com/MariaDB/server/pull/1600#issuecomment-650582120', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-07-03T13:28:11Z', 'updatedAt': '2020-07-03T13:28:11Z', 'url': 'https://github.com/MariaDB/server/pull/1600#issuecomment-653549106', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-07-10T19:00:03Z', 'updatedAt': '2020-07-10T19:00:03Z', 'url': 'https://github.com/MariaDB/server/pull/1600#issuecomment-656833883', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-07-29T00:21:24Z', 'updatedAt': '2020-07-29T00:21:24Z', 'url': 'https://github.com/MariaDB/server/pull/1600#issuecomment-665360036', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-07-29T18:24:06Z', 'updatedAt': '2020-07-29T18:24:06Z', 'url': 'https://github.com/MariaDB/server/pull/1600#issuecomment-665826260', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-07-30T00:36:44Z', 'updatedAt': '2020-07-30T00:36:44Z', 'url': 'https://github.com/MariaDB/server/pull/1600#issuecomment-666003833', 'author': {'login': 'grooverdan'}}}]}",MariaDB,server
130,MERGED,MDExOlB1bGxSZXF1ZXN0NDM3Njc5OTU1,MDEV-22975: rocksdb: FreeBSD disable jemalloc search,https://github.com/MariaDB/server/pull/1599,2020-06-22T04:53:35Z,2020-07-28T00:49:49Z,2020-07-28T00:49:48Z,{'edges': [{'node': {'name': 'license-mca'}}]},1599,MEMBER,grooverdan,{'login': 'grooverdan'},{'oid': 'cae4b3f8113f266b7b6636e222e9cd9df6080327'},6,5,1,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-06-22T05:01:44Z', 'updatedAt': '2020-06-22T05:01:44Z', 'url': 'https://github.com/MariaDB/server/pull/1599#issuecomment-647277948', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-06-22T05:16:32Z', 'updatedAt': '2020-06-22T05:16:32Z', 'url': 'https://github.com/MariaDB/server/pull/1599#issuecomment-647283223', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-06-22T06:54:26Z', 'updatedAt': '2020-06-22T06:54:26Z', 'url': 'https://github.com/MariaDB/server/pull/1599#issuecomment-647324466', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-06-22T07:02:42Z', 'updatedAt': '2020-06-22T07:02:42Z', 'url': 'https://github.com/MariaDB/server/pull/1599#issuecomment-647327756', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-06-22T07:09:15Z', 'updatedAt': '2020-06-22T07:09:29Z', 'url': 'https://github.com/MariaDB/server/pull/1599#issuecomment-647330535', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-07-28T00:22:50Z', 'updatedAt': '2020-07-28T00:28:09Z', 'url': 'https://github.com/MariaDB/server/pull/1599#issuecomment-664705142', 'author': {'login': 'CLAassistant'}}}]}",MariaDB,server
